date,review,rating,isEdited,title,userName,developerResponse
2021-10-01 08:32:42,"One of the worst Customer Care Experience ever.

1. Whatsapp Customer Care tidak pernah ada response. Tidak berguna. Hanya auto reply untuk kirim email. 

2. Telepon CS sangat susah untuk dihubungi, menyedot banyak pulsa, bertele-tele dan tidak dapat memberikan penyelesaian.

3. Dokumen yang diminta selalu berulang-ulang, dengan CS yang berbeda-beda. Case tidak pernah terselesaikan. Dokumen yang diminta semakin aneh dan mengganggu privasi. Verifikasi akun sudah seperti pengajuan pinjaman online illegal. Sangat sangat disesalkan. 

Semoga dana bisa survive dan menjadi lebih baik. Inget, era digital customer care sangat diperlukan karena kantor fisik sudah tidak ada. Mohon dengan sangat, dapat dan harus diperbaiki. 

Terima kasih",1,False,Jangan sampai anda menyesal!,eatandcapture,
2021-06-04 13:00:05,"Udah hampir 1 tahun make dana, baru kali ini kecewa . Trf ke bank statusnya menunggu dari kemaren",1,False,.,komangpuspa,
2021-12-19 05:10:55,"Hati-hati pengguna Apple, metode pembayaran menggunakan Aplikasi ini. Transaksi apple servis gagal tetapi saldo terpotong. Jangan banyak-banyak menyimpan saldo anda di aplikasi ini, Bahaya. CS tidak responsif",1,False,TRANSAKSI GAGAL TETAPI SALDO BERKURANG,Aris Sulistyo,
2019-11-28 06:18:52,Sangat mengecewakan. Top up sudah berhasil tp uang tidak masuk ke dana. padahal di rekening sudah terpotong. Menghubungi CS tidak ada solusi. Diminta untuk menunggu 7-14 hari. Ditanya mengenai alasan dana yg tidak masuk pun tidak dapat menjawab.,1,False,Bad,Joselinejoe,
2021-10-17 12:58:28,"Sejak di update tidak dapat di buka lagi 
Udh top Up 200 ribu tp aplikasi tidk dpt di buka",1,False,Komplain aplikasi Dana tidak dpt di buka,novita sulimar,
2020-11-17 08:15:00,"Saya udah capek capek attached foto ktp lah, foto kartu keluarga lah, video ini lah, screenshot itu lah untuk dibantuin verifikasi dana premium. Tapi nihil hasilnya. Emangnya salah saya kalo ktp saya burem? Salahin disdukcapil!",1,False,Useless customer care,Chevalierize,"{'id': 19487625, 'body': 'Kamu bisa menyampaikan detail keluhan tersebut ke nomor WA DANA  081911500445 agar dapat ditindaklanjuti ya Kak. Thanks -AM-\r\n', 'modified': '2020-12-02T10:08:17Z'}"
2021-10-11 04:40:23,Ga ngerti lagi banyak errornya masa dibuka ga bisa?,1,False,Bug,agus wiadnyana,
2021-03-12 01:18:29,"Asal nerima laporan palsu , dah 3 kali di fitnah sampe di beku ☺️ terakhir inimah dah gak lagi aku semoga hancur aja ratingnya",1,True,SISTEM BOBROK,ReyGee11,"{'id': 19486754, 'body': 'Kamu bisa menyampaikan detail keluhan tersebut ke nomor WA DANA 081911500445 agar dapat ditindaklanjuti ya Kak. Thanks -AM-\r\n', 'modified': '2020-12-02T09:45:59Z'}"
2020-12-07 11:51:59,"Berkali2 koneksi Dana sama Itunes sering error padahal subscription gak pernah gak bayar, saldo udah dilebih2in sebelum di-cut.. Eh masih aja sering failed mendadak. Kalo Dana emang gak siap buat pertneran sama Apple tuh gak usah sok2an la~",1,False,Dana apa Apple yg bodo?,ELFjjang!!,"{'id': 19638226, 'body': 'Kamu bisa menyampaikan detail pertanyaan atau keluhan melalui no WhatsApp kami di nomor 081911500445 ya Kak. Thanks -TS-\r\n', 'modified': '2020-12-09T07:38:40Z'}"
2020-12-02 14:18:27,"Jika ingin membayar aplikasi harus upgrade ke akun premium dulu, sangat rubet dan tidak inconvenient",1,False,Susah,aesdeefgehajekael,"{'id': 19638002, 'body': 'Hi Kak, terima kasih telah menggunakan DANA dalam transaksi kamu. Kamu bisa informasikan detail keluhanmu melalui Whatsapp kami di nomor 081911500445 agar dapat kami tindaklanjuti ya Kak. Thanks -MR-\r\n', 'modified': '2020-12-09T07:28:44Z'}"
2020-10-07 23:56:42,Versi terbaru stuck di menu awal ga bisa di pakek,5,False,Stuck,wgnabd,"{'id': 19827484, 'body': 'Hi Kak, kami sarankan utk mencoba clear cache aplikasi Kamu dan coba restart device Kamu. Pastikan jg Kamu sudah update versi terbaru. Jika masih terkendala silakan via Whatsapp kami di 081911500445 agar dapat ditindaklanjuti ya Kak. Tks -TV-\r\n', 'modified': '2020-12-17T10:07:08Z'}"
2021-10-01 08:42:33,"Top up dana sudah lebih dari 1 hari tidak masuk juga, responnya lama sekali. Selalu di lempar ke email tapi di email pun tidak langsung di respon. Hanya boot yg respon",1,False,Top up dana tidak masuk,eeeliayana,
2019-11-11 03:42:09,Manteb deh apalagi saya nasabah NIAGA sejak lama,5,False,Awsome,Awingdarwin,
2024-03-10 03:28:13,Kok tiba tiba akun saya di tanguhkan ya ?,4,False,Eror ?,anamkdk,"{'id': 42507240, 'body': 'Hi Kak, maaf atas ketidaknyamanannya. Agar keluhan kamu dapat kami bantu, mohon untuk dapat menghubungi kami melalui email help@dana.id Thx-NL-', 'modified': '2024-03-11T12:28:56Z'}"
2022-06-13 00:38:51,"saya saat kecewa sama aplikasi dana , saya udah top up lewat mbca dengan mentransfer , dan di saldo d bca saya pun sudah berkurang dan transfer sayapun ke dana di nyatakan berhasil/sukses , kendalanya kanapa saldo di dana saya nggk bertambah atau belum masuk ???
saya bikin laporan ke pusat bantuan dengan berbagai pilihan laporan , di proses melulu dari kemaren ,  sampai detik ini nggk masuk2 saldo ke dana saya ,,, saya sangaaat kecewa ,,",1,False,laporan kekecewaan ...,zikri zulfiandi,
2021-01-20 12:53:13,"Kenapa susah sekali untuk memverifikasi email saya? Sudah puluhan kali saya klik pilihan utk mengirimkan langkah memverifikasinya tetapi tidak terkirim ke email saya..

Mohon perhatiannya dari pihak dana, dg kondisi seperti ini saya tidak leluasa menggunakan hp ini kr harus tersingkronisasi dg aplikasi ini

Kenapa ya apple bisa bekerjasama dg aplikasi yg blm mateng gini",1,False,Email tidak terverifikasi,quwwry,"{'id': 20670266, 'body': 'Kamu bisa menyampaikan detail pertanyaan atau keluhan melalui no WhatsApp kami di nomor 081911500445 ya Kak. Thanks -ND-\r\n', 'modified': '2021-01-27T01:36:43Z'}"
2020-05-06 07:31:47,"Steps to change phone number is not simple, imis not as simple as another ewallet. It cost me some effort, so i didnt do it",1,False,Complex step to change phone number,wilsmulder,"{'id': 15143028, 'body': 'Hi Kak, if you have any problems or input related to DANA, please inform us by texting it to our whatsapp at 081911500445 so we can try to help you to fix the problems. Thank you -AP-\r\n', 'modified': '2020-05-07T00:12:09Z'}"
2023-05-16 07:54:08,KALAU GA MAU BALIKIN UANGNYA GA USAH BILANG “TUNGGU KAMI FOLLOW UP YA KAK” BILANG AJA “OH GA BISA KAK UANGNYA SUDAH KAMI TILEP” GITU LEBIH JELAS. KAPOK TOP UP DI APLIKASI INI. SAYA KIRA KALAU UANGNYA TIDAK MASUK SECARA OTOMATIS KEMBALI. TAPI TERNYATA TIDAK. PADAHAL DI APLIKASI LAIN SEPERTI ITU. CUMA APLIKASI INI AJA NILEP NILEP SALDO.,1,False,TOP UP E-MONEY TIDAK MASUK DAN UANG TIDAK KEMBALI KE AKUN!,Maryam Thalib,"{'id': 36586988, 'body': 'Hi Kak Maryam, yuk hubungi layanan Asisten Digital kami, caranya gampang: 🙏 \n1. Buka aplikasi DANA\n2. Masuk ke menu """"Riwayat/History""""\n3. Pilih transaksi yang ingin dikeluhkan \n4. Lihat pada sisi kanan pojok bawah \n5. Klik menu """"CHAT""\n\nThanks -PF-', 'modified': '2023-05-18T02:53:53Z'}"
2021-11-03 10:32:36,"Dana memotong uang di paylater untuk membayar aplikasi jadi premium tanpa persetujuan saya, saya kehilangan uang hampir 800k . Tolong ganti uang saya",1,False,KEMBALIKAN UANG SAYA!,"pelase,help me!!",
2021-10-05 03:14:16,Buat apa gunanya ada layanan chat tapi gabisa dihubungi. Mau ganti nomor ponsel susah banget. Kesel,1,False,Chat gabisa dihubungi,vidadari,
2021-09-19 04:52:39,"Tbtb ada tagihan dr dana paylater yang saya sendiri ga pernah pakai. Tagihannya gila pula. Bsa sampai ratusan ribu.
Mending hapus deh layanan paylater bareng akulaku. Gak berguna. Ngebug doang. Saya yg gak pernah pake aja tbtb ada tagihan.",1,True,Kecewalah,bilongs,"{'id': 14765660, 'body': 'Hi Kak, mantap kan Kak. Terus dukung DANA dan nikmati fitur-fitur dan promo menarik lainnya di DANA ya Kak. Thx -RS-', 'modified': '2020-04-19T23:49:17Z'}"
2021-03-10 14:49:09,"Topup saldo udah dari sore sampe sekarang dana tidak masuk masuk juga sampai sekarang sudah komplain berkali-kali belom ada responnya juga 
Bikin kecewa dana kali ini 
Orang lagi butuh dana malah begini 
Saya butuh saldonya sekarang buat bayar keperluan malah tidak masuk-masuk 
Tolong lah kerjasamanya ini",1,False,Topup tidak masuk-masuk,kabellss,
2024-03-11 01:58:49,gak berani simpan bnyak2 di DANA. Ada 10k aja langsng saya tf ke bank lain. Soalnya udah bnyak kasus UANG HILANG DI DANA,3,False,UANG HILANG,Junno008,"{'id': 42535387, 'body': 'Hi Kak, maaf ya buat kamu khawatir. Terkait keluhanmu, silakan menghubungi DIANA dengan cara berikut:\n1. Buka apps DANA\n2. Masuk ke menu ""Riwayat/History""\n3. Klik riwayat/histori transaksi yg dikeluhkan\n4. Klik""CHAT DIANA UNTUK BANTUAN/CHAT DIANA FOR HELP""\nThanks -EF-', 'modified': '2024-03-12T12:09:51Z'}"
2019-10-08 13:53:32,"Gue top up belom masuk sampe sekarang, biasanya pas transaksi di mbanking sukses langsung ada notif ye tapi ini diem membisu aja nih aplikasi. Gue telpon ke CS sibuk mulu, gue DM ke instagram ga dibales, gue email dijawab ama robot. Ga bakal gue ubah nih rating sampe duit gue balik. Kalo ada rating 0 bakal dengan senang hati gue pencet sampe seratus kali kalo bisa.",1,False,KECEWA,NonnyLeonhart,
2019-09-30 03:23:19,Tolong dong admin dana di cek lgi aplikasinya karna di promo ada keterangan cash back tapi setiap teransaksi saya tidak pernah mendapatkan cash back nya atau promo2 lain nya,1,True,Cek,kepercayaan,"{'id': 8190953, 'body': 'Hi Kak, kami pasti akan terus tingkatkan layanan dan feature2 App DANA demi kenyamanan teman2 DANA, dan jika kamu ada kendala terkait DANA, silakan hub kami via email di help@dana.id atau via call center di 1500-445 ya. Thanks :). -FN-', 'modified': '2019-04-13T15:58:17Z'}"
2019-09-28 15:37:19,"Sering ada promo dan vocher pulsa tapi gapernah kepotong tuh , ttep aja normal!!",1,False,Kecewa,berakk,
2019-10-09 02:18:28,"Aplikasi terprah. Sekarang tidak pernah dapat cashback atau voucher sesuai yang dijanjikan. Complain di bilang 2 no di 1 device pdhl ga ada, lalu ga bisa tunjukin. Setiap email jawabannya cuma copy paste. Sangat parah!!!!",1,False,Parahhh,alicianovena,
2019-10-05 13:37:40,"Mau verifikasi akun kan katanya biar premium. Step 1 foto KTP, okay lancar. Step 2 foto selfie, hitungan beberapa detik ga ngapa2in moto sendiri foto blur, trus ga bisa back / retake foto. Giliran teken back malah keluar pop up bilang kalau submit tanpa KK bisa kena review (lebih lama waktu untuk upgradenya), tp buttonnya highlight submit yg kirain submit KK ternyata submit datanya. Copy button dan info pop upnya misleading, jadi keteken “submit”, malah submit tanpa KK. Agak kesel ya, sampe gajadi beli makan pakai Dana krn sebel.",1,False,UInya mengesalkan,Deravn,
2024-04-17 15:02:40,"Hati2 pakai Dana dan Mytelkomsel, beli kuota roaming 150rb lewat mytelkomsel bayar pakai dana, Hilang begitu aja uang 150rb, telkomsel bilang uang gk terima, pdhl pakai aplikasi mytelkomsel dan status berhasil. Pihak telkomsel lempar tanggung jawab suruh cek ke Dana, tp Cek di Dana transaksi berhasil. Uang sudah dipotong. Uang hasil keringat hilang begitu saja sama 2 perusahaan besar ini. Malu gk ambil uang sama rakyat kecil.",1,False,Transaksi berhasil tp telkomsel bilang tidak terima,Umkm lokal,"{'id': 43360905, 'body': ""Hi Kak, maaf sudah bikin kamu gak nyaman. Agar keluhan kamu dapat kami bantu, mohon untuk dapat mengakses DIANA (asisten digital DANA) melalui halaman 'Aktivitas' pada aplikasi DANA. Thanks -KD-"", 'modified': '2024-04-18T21:58:06Z'}"
2024-04-04 06:41:33,"Jujur mending ga usah pake Dana, ni aplikasi bener bener ga aman, ketika ada transaksi yang mencurigakan (transfer ke orang padahal aku gaada kirim ke siapapun, tiba tiba uang jadi 0 ) udah buat laporan kita tunggu eh malah katanya itu transaksi udah bener udah sesuai ama apalah, hadeh dana protection itu cuma embel embel aja biar masih pada pake Dana.",1,False,Aplikasi Gak Aman,Korbannnnmm,"{'id': 43080558, 'body': 'Hi Kak, kami turut prihatin atas kejadian yg dialami. DANA sdh terjamin keamanannya ya kak, utk keluhan kamu, jika kamu sdh menghub DIANA mohon infoin no laporan kamu melalui media resmi kami di:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -AM-', 'modified': '2024-04-06T00:32:25Z'}"
2024-03-09 19:05:15,"Tolong dong di balessss ya allah, akun saya di tangguhkan padahal gada nipu sama sekali.",5,False,Dana,Dhimas01,"{'id': 42488878, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Agar keluhan kamu dapat kami bantu, mohon untuk dapat menghubungi kami melalui email help@dana.id. Thanks -HN-', 'modified': '2024-03-11T00:27:28Z'}"
2024-03-09 21:05:23,Gajelas laporan lewat email udh berbulan bulan ga di respon udh ngirim sesuai yang diminta lewat cs nya email ga di respon mana dana premium lagi itu yang ke hack,2,False,Ga di proses proses laporan email udh berbulan bulan,Syaiful ulum,"{'id': 42508787, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Terkait keluhan kakak, apabila sudah membuat laporan sebelumnya mohon untuk menunggu proses dan updatenya di nomor laporan kakak ya. Thanks-JN-', 'modified': '2024-03-11T13:16:07Z'}"
2023-11-25 17:33:58,Sangat membantu dalam transfer kemanapun,5,False,Sangat membantu dalam transfer kemanapun,Mhd adiyanto,"{'id': 40348421, 'body': ""Hi Teman DANA, terima kasih atas ulasannya. DANA senantiasa berinovasi dan membantu para pengguna setia kami, guna memberikan pengalaman bertransaksi digital yang lebih aman, nyaman dan terpercaya. Untuk informasi lebih lanjut, Kamu dapat menghubungi Customer Care kami melalui halaman 'Me/Saya' (DIANA) pada aplikasi DANA Kamu, email help@dana.id Thanks -AB-"", 'modified': '2023-11-26T21:20:44Z'}"
2024-02-25 17:55:46,Transaksi gagal 2x awalnya kirain saldo kurang atau bug. Eh di topup masih aja gabisa gataunya transaksi udah kepotong 43 rb. Walaupun nominal kecil tapi kecewa bukan main sama ini aplikasi udah gitu sering keluar sendiri akun nya,1,False,TRANSAKSI GAGAL TAPI SALDO KE POTONG,Svikaycrew,"{'id': 42221189, 'body': 'Hi Kak, Kamu jgn khawatir yah. Terkait keluhanmu, yuk hub Asisten Digital DIANA untuk membuat tiket laporan Kamu:\n1. Buka apps DANA\u200b\n2. Masuk ke menu Me/Saya\u200b\n3. Klik ""Diana siap membantu""\nThanks -JN-', 'modified': '2024-02-27T00:25:13Z'}"
2024-02-25 16:45:19,Ini gmna cerita duit bisa ilang gitu aja 500 ribu tlp cs nya gk jeles lewat diana jawab nya gk danta,1,False,Dana gk danta duit gue ilang 500 rebu,Alatif12,"{'id': 42221037, 'body': 'Hi Kak, mhn maaf ya atas kendalanya. Terkait keluhan kakak, apabila sdh buat laporan sebelumnya, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -JN-', 'modified': '2024-02-27T00:20:35Z'}"
2024-02-25 06:48:43,"Gak ada custumer service, diana yg buat cht bantuan juga gak guna. Tiba2 ada transaksi yg gua bukan gua ngelakuinnya malah suruh lapor polisi sendiri. Uang gua udah abis taro di dana gak ada kebijakan apapun dari pihak dana. Jgn deh sekali kali pake apk ini. Gua langsung tutup akun!",1,False,Gak guna,Piaong,"{'id': 42206123, 'body': 'Hi Kak, mhn maaf ya atas kendalanya. Terkait keluhan kamu, apabila sdh buat laporan, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (http://dana.id/) (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThanks -PF-', 'modified': '2024-02-26T11:27:23Z'}"
2024-02-24 21:08:49,pengaduan sudah 1 bulan tapi sampai sekarang gak ada tindak lanjut. semua karyawannya makan duit haram.,1,False,"UANG SAYA 1,5 JUTA TIDAK BISA DITARIK ALASANNYA TERJADI GANGGUAN!!!!",andiniaalv,"{'id': 42206594, 'body': 'Hi Kak, maaf ya bikin kamu ga tenang. Terkait keluhan akun DANA kamu, Kakak sudah hubungi kami untuk membuat laporan ya? Jika sdh, yuk segera infoin no laporanmu di DM/Inbox sosial media resmi kami:\nInstagram: @dana.id (http://dana.id/) (Centang Biru)\nTwitter/X: @danawallet (Centang emas)\nFacebook: @DANA (Centang biru)\nThx -NL-', 'modified': '2024-02-26T11:37:56Z'}"
2024-02-24 15:19:12,"saldo lenyap karena bukan transaksi saya, komplain gak pernah ada tindak lanjut, klo gak siap dengan keamanan siber gak usah latah bikin dompet digital segala.....",1,False,aplikasi gak aman,riza yunan,"{'id': 42189881, 'body': 'Hi Kak, maaf ya kak bikin kamu gk tenang. Terkait keluhan yg dialami, jika kakak sudah membuat laporan sblmnya mohon untuk menunggu updatenya di no pelaporan Kakak ya. Thanks -KD-', 'modified': '2024-02-25T23:26:25Z'}"
2024-02-19 13:45:04,Saldo saya terpotong dengan transaksi yang tidak pernah saya lakukan sampai lebih dari 3 kali!!,1,False,Pembayaran tidak diketahui,arsy123999,"{'id': 42088605, 'body': ""Hi Kak, maaf sudah bikin kamu gak nyaman. Agar keluhan kamu dapat kami bantu, mohon untuk dapat mengakses DIANA (asisten digital DANA) melalui halaman 'History/Riwayat' pada aplikasi DANA. Thanks -KD-"", 'modified': '2024-02-20T18:18:23Z'}"
2024-02-19 13:28:30,"gampang di hack. securitynya kureng bgt. customer care/help centernya jg ga guna, yg bales bot terus hadeh.",1,False,ga safe sama sekali,aryantarial,"{'id': 42088709, 'body': 'Hi Kak, mohon maaf atas ketidaknyamanannya. Terkait keluhan yang kamu alami, jika sebelumnya sudah membuat pelaporan, silakan ditunggu update infonya pada pelaporan kamu ya Kak. Thanks -HN-', 'modified': '2024-02-20T18:20:45Z'}"
2024-01-02 22:37:19,Dana lemot banget tayik,1,False,Bego,acengggg,"{'id': 41065590, 'body': '\xa0Hai Kak Aceng. maaf buat kamu kesal. Terkait kendala saat mengakses aplikasi DANA, silakan lakukan langkah berikut: buka apk DANA, clear cache apk DANA, update aplikasi DANA ke versi terbaru, restart device dan pastikan kuota internet mencukupi dan jaringan stabil. Thanks -DN-', 'modified': '2024-01-04T03:13:51Z'}"
2023-12-31 20:31:28,"Aneh sekali app ini. Sebelum update gak ada masalah samasekali, setelah update malah terdeteksi jailbreak. Padahal iPhone yang saya gunakan tidak pernah melakukan jailbreak satau sejenisnya. Dan posisi iOS sudah yang paling baru. Padahal sedang ada keperluan untuk transaksi pakai app ini. Dan sekarang malah crash app nya gak bisa di sentuh trus Force Close sendiri. 

Tolong segera perbaiki!!!!",1,False,Aneh sekali aplikasi ini,barongenge,"{'id': 41012917, 'body': 'Hai Kak. maaf buat kamu khawatir. Terkait kendala saat mengakses aplikasi DANA, silakan lakukan langkah berikut: buka apk DANA, clear cache apk DANA, update aplikasi DANA ke versi terbaru, restart device dan pastikan kuota internet mencukupi dan coba berkala ya Kak. Thanks -DN-', 'modified': '2024-01-02T01:42:25Z'}"
2023-12-28 06:27:51,"Aplikasi Dana ini adalah aplikasi favorit para Penipu dunia maya. Tindak cyber crime, pemerasam, pengancaman, dan scam ujungnya adalah Pelaku meminta trf melalui Dana. Mengapa? KARNA DANA PRO DG PENIPU!!! Saya sudah 3x datang ke kantor pusat Dana di gatot subroto jaksel, membawa laporan BAP kepolisian atas kasus pemerasan yg saya alami, tapi nihil, pihak dana sama sekqli tdk mau membantu menginformasikan apakah uang saya msh ada di dana pelaku atau tdk dg alasan “data pribadi nasabah”. Tentu saja penipu senang dg aplikasi spt ini, semakin merajarela penggunaan aplikasi ini di komplotan penipu. Daripada membantu korban, perusahaan Dana lebih memihak kepada para penipu. Lihat saja hukum alam, aplikasi Dana akan segera menyusul kebangkrutan spt aplikasi2 fintect lainnya karna sdh sangat dzolim kepada korban2 penipuan.",1,False,DANA PRO PENIPU DAN CYBER CRIME,nasabah_cimb,"{'id': 40982495, 'body': 'Hi kak, Mohon maaf atas ketidaknyamanannya. Terkait keluhan transaksi Qris di akun DANA. \xa0jika kakak sudah membuat pelaporan di DANA. Mohon tunggu info terbarunya di nomor pelporan kamu ya kak. Terima kasih. -UH-', 'modified': '2023-12-29T23:48:55Z'}"
2023-11-24 13:47:49,beberapa kali diminta bantuan namun tidak membantu bahkan tidak memberi solusi,1,False,CUSTOMER SERVICE BUSUK,Rayhan Al Fajwah,"{'id': 40338672, 'body': ""Hi Kak, Mohon maaf atas ketidaknyamanannya. Agar keluhan kamu dapat kami bantu, mohon untuk dapat mengakses DIANA (asisten digital DANA) melalui halaman 'History/Riwayat' atau 'Me/Saya' pada aplikasi DANA. Kamu juga dapat menghubungi kami melalui email help@dana.id. Terima kasih. -TA-"", 'modified': '2023-11-25T17:23:07Z'}"
2023-11-10 08:46:26,"CS tidak bisa memberikan solusi dengan permasalahan yang ada, baru-baru ini akun saya melakukan transaksi sendiri (terhack) namun beberapa kali sya konfirmasi pada CS dana sendiri tidak ada tanggung jawab terhadap transaksi itu walaupun ""transaksi itu berhasil"" namun sya tidak melakukan sama sekali transaksi tersbut, sampai ini tidak ada solusi dan sya tidak lagi menggunakan aplikasi dana, buat teman-teman pengguna aplilasi dana tetap berhati-hati, jangan sampai terjadi hal demikian, karena tidak ada solusi yang dapat di berikan oleh pihak aplikasi dana",1,False,Ketidak puasan,Muhammad alwi nasrul,"{'id': 40071978, 'body': 'Hi Kak Muhammad, Mohon maaf atas ketidaknyamanannya. Terkait keluhan pengambil alihan akun DANA oleh pihak yang tidak bertanggung jawab, mohon untuk dapat menghubungi layanan Customer Care kami melalui email help@dana.id (mailto:help@dana.id). Terima kasih. -TA-', 'modified': '2023-11-11T18:39:29Z'}"
2023-11-06 02:26:29,"Duit gua di maling dana 6,8jt temen temen mnding jangan pakai dana lgi aplikasi nya gak aman gak jelas pula",1,False,Dan tolol,ilham alfirizi,"{'id': 39979498, 'body': 'Hi Kak, maaf udah buat kamu ga tenang. Terkait kendala yg kamu alami, dapat kami bantu pengecekan lebih lanjut mengenai kendala kamu. Yuk hubungi kami melalui Asisten Digital, caranya\n\xa01. Buka aplikasi DANA\n\xa02. Masuk ke menu ""Riwayat/History""\n\xa03. Klik pada riwayat/histori transaksi yang ingin dikeluhkan\n\xa04. Pada bagian bawah, klik ""DIANA siap membantu""\nThanks -DN-', 'modified': '2023-11-07T09:40:58Z'}"
2023-10-30 10:56:09,dana di hack orang lain duit ilang semua,1,False,kenadala : dana di bobol orang lain,dityaaaaaaaa,"{'id': 39854188, 'body': ""Mohon maaf atas ketidaknyamanannya. Terkait keluhan penyalahgunaan akun DANA, Kamu dapat laporkan ke DIANA (asisten digital DANA) melalui halaman 'History/Riwayat' atau 'Me/Saya' pada aplikasi DANA. Terima kasih. -NA-"", 'modified': '2023-10-31T17:45:01Z'}"
