reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
95822037-e8ad-421a-b359-918edea3e455,Taufik Rahman,https://play-lh.googleusercontent.com/a-/ALV-UjVPzcOMrhRsNHiW_qW9azhY5uoWNNS25H06wn97uqUhMo_3R1s,lumayan enak jadi simpel buat belanja,4,1,2.55.0,2024-05-01 02:53:03,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:54:23,2.55.0
8ea7f629-cc39-43e8-afef-f852144d81be,Faozi Difraja,https://play-lh.googleusercontent.com/a/ACg8ocJVUgBNaniN_OTP6wpZw9mFkSu_bqIK6PTuabOAe1pnyZN0aA=mo,bisa di tingkatkan gak pengiriman no minal besar,5,0,2.55.0,2024-05-01 02:51:09,"Makasih udah pilih DANA sebagai pembayaran digital Kamu, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:52:21,2.55.0
57d9d1bb-a3b8-45be-9ad7-73a14ea2ed8e,Angela Lusiana Umbas,https://play-lh.googleusercontent.com/a-/ALV-UjUrrq2DVT-vqd_7MsWmcowlZv3FD3X3gRoOuPGwCfcURbCHHdoe,good job,5,0,2.55.0,2024-05-01 02:47:12,"Makasih buat review nya, jangan lupa ajak temen kamu buat pakai DANA juga, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Untuk keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Untuk keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:48:23,2.55.0
0ecf3f56-196d-405a-95cf-3c6d8311950f,Bagus Dewa,https://play-lh.googleusercontent.com/a-/ALV-UjUyq5bhL2pOC61p-SGwRfcxDw7VxkCyggZfsBh80wPZ_k7owas,makin ok,5,0,,2024-05-01 02:42:28,"Makasih buat review nya, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:44:24,
734226af-8c86-4373-92d7-a2c05d5bcd2c,Azka HarjianRuata,https://play-lh.googleusercontent.com/a-/ALV-UjUXFkixsy9Xa6cQ6eQhvVEIe0bvCBNMZB3IkRbWKnZThgKE9U6Q,Mao nunggu sampe kapan ngembaliin uang gw DANA ! Suruh buat laporan giliran di buat gak di balik2in dari sebelum lebaran alesan di tinjau mulu!!! Gak malu apa pihak DANA uang kecil kaya gitu aja lama ngembaliinya lewat email gak di tanggapin di tlp cuma iya iya aja Kurang jelas apa bukti SS gw? Tolong lah!,1,2,2.55.0,2024-05-01 02:41:11,"Hi kak Azka, maaf buat kamu gk tenang. Jgn khawatir ya kak, kami pasti akan bantu keluhan kamu sebaik mungkin. Apabila sdh buat laporan di DANA, yuk segera infoin nomor laporanmu di DM/Inbox sosial media resmi kami: Instagram @dana.id (Centang Biru), Twitter/X: @danawallet (Centang emas), Facebook: @DANA (Centang biru). Tks-UH-",2024-05-01 03:19:19,2.55.0
873ff56d-7768-4fc0-9f8e-d7665112eabc,Edi Sutiono,https://play-lh.googleusercontent.com/a/ACg8ocIWETZIzPOINXTlyydQEbjqukAwEJ3UHFoJhXpg36Gsfmkpfw=mo,Kurang cepat,2,0,2.55.0,2024-05-01 02:38:54,"Hi Kak, jangan khawatir ya utk kendala kamu. Yuk lakukan langkah berikut: Kill Apps/Clear Cache aplikasi DANA, update aplikasi DANA ke versi terbaru, restart device, pastikan kuota internet mencukupi dan jaringan stabil, silakan ganti ke jaringan lain (Wifi atau seluler) dan coba layanan secara berkala ya Kak. Thanks -IO-",2024-05-01 02:49:19,2.55.0
3893b546-e945-4786-833a-67a1609721b7,Iin Kopana,https://play-lh.googleusercontent.com/a/ACg8ocKjrTHKfBfIFCQEAgyD8LaRFnmvYcWknY770No5vIdyqrjwxw=mo,Kena dana sekarang bisa tf sendiri ke orang padahal tidak tf malah saldo hilang,1,1,2.27.0,2024-05-01 02:32:17,"Hi Kak, kami memahami kekecewaan kamu. Sbg informasi bahwa app DANA terjamin aman karena dilengkapi dgn DANA VIZ (Visual Identity Authorization), Pengambilalihan akun DANA bisa terjadi karena memberikan PIN, OTP, & klik link tdk dikenal. Utk keluhan saldo yg hilang, kamu bisa hub DIANA melalui menu “Aktivitas” transaksi yg di keluhkan. Thx -FA-",2024-04-30 23:04:26,2.27.0
f3bed17d-4056-4428-b4d0-2feb8d915012,Yogasyudiprtama Yogas,https://play-lh.googleusercontent.com/a/ACg8ocKYNnHFkwJ-A9zKNwMg2sS7DvTxcYiJMiqVOCJZxyrzzggseg=mo,top,5,1,2.55.0,2024-05-01 02:27:53,"Makasih udah pilih DANA sebagai pembayaran digital Kamu, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:28:25,2.55.0
075817ed-7ae0-41ab-b50c-9c30ceeed35e,Nur Hilal,https://play-lh.googleusercontent.com/a/ACg8ocIFyRLAPfKOufhw3dAg-pAIjVUmMwcp_AX_DE3fqkbnmWWnOg=mo,Kecewa atas respon pihak DANA yg tidak bisa mengatasi masalah kehilangan dan keamanan yg blm maksimal,1,1,2.55.0,2024-05-01 02:23:39,"Hi Kak, kami turut prihatin atas kejadian yg dialami. Aplikasi DANA terjamin aman karena dilengkapi dengan DANA VIZ. Pengambilalihan akun DANA bisa terjadi karena memberikan PIN, OTP, & klik link yg tdk dikenal. Untuk keluhan saldo yg hilang, kamu bisa hub Asisten Digital DIANA melalui halaman “Aktivitas” pada transaksi yg di keluhkan. Thx -FA-",2024-05-01 03:17:06,2.55.0
0803d624-fbb8-4d38-832b-b6f1311e5b1b,Maria,https://play-lh.googleusercontent.com/a-/ALV-UjUrW98Zu31cmrf9z19ohEwMARvCAhGISHi4R5dg8VuVSvk44UP8,"Akun dana premuim tapi buat ngecek aktifitas transaksi karena perlu nomer token listrik lemot banget lama banget ngeloading nya trus juga tiap buka dana kebanyakan penawaran yang menggangu, instruksi menu nya juga mengganggu jadi nya lemot tiap mau transaksi apapun..perlu diingat hp saya dengan sistem android terbaru, terinstal versi dana terbaru, jaringan internet saya 4G+, saya rajin clear clear canche, emang aja aplikasi dana lemot",1,1,,2024-05-01 02:22:48,"Hi Kak Maria, mohon maaf sudah buat kamu kecewa. Kami akan terus meningkatkan pelayanan agar Kakak nyaman dan aman menggunakan aplikasi DANA. Jika kamu masih mengalami kendala terkait cek aktivitas transaksi, kamu bisa hub Asisten Digital DIANA melalui menu ""Me/Saya"" di aplikasi DANA yah Kak. Thanks -FA-",2024-05-01 03:21:47,
3266f249-c3e6-4891-961c-b16121a1ac80,Hendry Wira,https://play-lh.googleusercontent.com/a/ACg8ocJt2YlnmqB2U4C2IK1d0BxZg7EtmWAG68hE9lMC16Jp8xJHLQ=mo,Merugikan saya uang saya hilang sendiri di dana rp370000 tanpa sepengetahuan saya di transfer sendiri,1,1,2.55.0,2024-05-01 02:22:34,"Hi Kak Wira, maaf sudah bikin kamu gak nyaman, terkait kendala saldo yang hilang, Kakak dapat mengakses DIANA melalui halaman ""Aktivitas"" pada aplikasi DANA, harap berhati"" dengan modus penipuan yang sedang marak terjadi, jangan pernah memberikan PIN/OTP kepihak manapun termasuk kepihak kami. Thanks -KD-",2024-05-01 02:28:35,2.55.0
aa050649-358b-46b3-a3a6-9ac103e8c70b,Yazid Ziid,https://play-lh.googleusercontent.com/a/ACg8ocL-gSEnXNNUYY9QkH2vunb4YD_ADpJlBVjfB-PqKC0tUSgwfQ=mo,mantap,5,0,2.55.0,2024-05-01 02:19:48,"Makasih udah pilih DANA sebagai pembayaran digital Kamu, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:20:22,2.55.0
8b1f13aa-6eb3-43c8-8ea5-849a9ca8ef9e,Hajiah Refpani,https://play-lh.googleusercontent.com/a-/ALV-UjV1mAUVjC3VQU0iCLcqZ6WEQifTLJM6VNVdYA-zsDvaKQRxg4GQ,"Hatihati guys dana sudah tidak aman, sya serung mengalami penipuan . Uang saya selalu hilang di dana !!!!",1,2,2.46.1,2024-05-01 02:14:31,"Hi kak, kami mengerti kekhawatiranmu kak. Untuk penanganan lebih lanjut, yuk bikin laporan ke DIANA dengan cara buka aplikasi DANA, pilih menu Me/Saya dan pilih 'Diana siap membantu'. Tetap berhati2 ya dgn modus penipuan yg terjadi, jgn pernah kasih kode OTP, PIN, trf uang kpd org tdk dikenal yg mengatasnamakan DANA ya kak Thanks -IO-",2024-05-01 02:19:54,2.46.1
7e33aeb6-bd02-4f94-a00e-9e22805810d5,Reviendra keanu,https://play-lh.googleusercontent.com/a/ACg8ocJm0cW8ZgoSB4w7n4s9S0e2K6Onu9BXyh4HK9UBUq52_iCZJw=mo,oke bgt,5,0,2.55.0,2024-05-01 02:12:22,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:14:22,2.55.0
b21ea1b5-3d84-438e-a25a-c30ecec991c3,Dimas Sis,https://play-lh.googleusercontent.com/a/ACg8ocJQwxiy7lNaPuJW8LOKws6_ThKfFF5yBtEY2rt6xxMtAc676g=mo,Sangat membantu,5,0,,2024-05-01 02:11:59,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:12:26,
156b7f7b-b60b-4a7f-ada8-79a1d530f8e4,Tini Satria,https://play-lh.googleusercontent.com/a/ACg8ocJWMwM-zAZtUtMre6ljPuRO_L7XopEiQhYY39-X1MpLbEx3cw=mo,kalau masuk ke akun lama loading nya,4,0,,2024-05-01 02:10:39,"Makasih udah pilih DANA sebagai pembayaran digital Kamu, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:12:24,
911c73bd-0d54-4488-9035-b22e94d064d0,Akbar Pratama,https://play-lh.googleusercontent.com/a/ACg8ocKojXEOJ_cxcUejmujAXCSATV5jf_9RAYLegNUWDxaeirOtaA=mo,Aplikasinya membantu banget,5,0,2.55.0,2024-05-01 02:10:31,"Makasih buat review nya, jangan lupa ajak temen kamu buat pakai DANA juga, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Untuk keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Untuk keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:12:27,2.55.0
54d9f52d-968a-4717-b3ed-398e1d7eacfb,Rapa Iza,https://play-lh.googleusercontent.com/a/ACg8ocKMiEjfcFHVOK4Nzaf0Xa_ualtoE7d1OYHyrUnVyBGQr5hZyA=mo,sangat matap,5,0,2.55.0,2024-05-01 02:09:43,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:10:27,2.55.0
9e2dc46a-d087-4c35-a0e0-91e988ae84d8,Odos Doang,https://play-lh.googleusercontent.com/a-/ALV-UjW7evAQa5urfenDi2XA7WRMH_AWot6RjWXaf-YvNZk7bbsqRxvt,Good 1000%,5,0,2.55.0,2024-05-01 02:08:10,"Makasih buat review nya, jangan lupa ajak temen kamu buat pakai DANA juga, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Untuk keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Untuk keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:10:28,2.55.0
81c867d4-989c-47f0-b15b-2cbf1611dc82,Sahlan Casper,https://play-lh.googleusercontent.com/a/ACg8ocLn9pAVrgCxghVzUuc7ODflbNg2WVCs0tuEniEFRN0nuVGeYg=mo,Gak bisa makuk ko,1,1,,2024-05-01 02:06:58,"Hi Kak, kami paham keluhan kamu. Tdk dpt akses apk DANA bisa karena kendala jaringan, atau versi apk yang blm di update nih. Utk menindaklanjutinya, yuk lakukan langkah2 berikut:
a. Clear Cache apk DANA
b. Update ke versi terbaru
c. Restart device
d. Pastikan kuota mencukupi dan jaringan internet stabil
Jk sdh, coba kembali ya. Thx -UH-",2024-05-01 02:15:31,
aae24770-d0de-43fa-8e8e-90ffb53c8724,Wulan Purnama,https://play-lh.googleusercontent.com/a/ACg8ocJQ_QND0U57HFYmgWi_SPm_hCgaA9x1VYYYWThinUFZellZag=mo,👍👍👍👍,5,0,2.55.0,2024-05-01 02:06:55,"Makasih buat review nya, jangan lupa ajak temen kamu buat pakai DANA juga, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Untuk keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Untuk keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:08:24,2.55.0
b14a64a2-2200-4912-84c7-953816a1bec5,Widi Ana,https://play-lh.googleusercontent.com/a-/ALV-UjUfh9C1aixnMUUCPAHOgoUDVtL0txcAlSjXi_5ZVgZTbd6leX2N,App cukup bagus dan semoga lebih baik lagi,5,0,2.55.0,2024-05-01 02:06:44,"Makasih buat review nya, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:08:25,2.55.0
ac230144-7426-4b53-8c51-95497a7822f7,Slamet Hariadi,https://play-lh.googleusercontent.com/a-/ALV-UjWQfqjKH-saKoU6x-qSIYiqyl5raDbh3SLuyOLVo2-HuE3Y_xH8,sangat membantu,5,0,2.55.0,2024-05-01 02:06:24,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:08:24,2.55.0
450a7026-0e3b-4d74-b85b-2014f7098ec7,Daffa Permana,https://play-lh.googleusercontent.com/a/ACg8ocIBB2EYvlv8IC-SXQIx2G-SOxMFd1_Rcp-M8Mgocor9s414hw=mo,👍👍👍,5,0,2.55.0,2024-05-01 02:04:28,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 02:06:21,2.55.0
bc77caf8-2221-470b-a8d2-4e02bb971af7,VR TV CHANNEL,https://play-lh.googleusercontent.com/a-/ALV-UjWcjZgEZrvGlQN8VuTkPZd_09Sm_0o53Az1yat-Ux67v0kX4Qw5,Bgus,5,0,,2024-05-01 01:56:34,"Makasih udah pilih DANA sebagai pembayaran digital Kamu, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:58:28,
05029888-19c9-4806-b3bf-f5bf0096a74f,Rudy Nay,https://play-lh.googleusercontent.com/a-/ALV-UjUvFLchUtJfcETPVCeHam63Lulc4YUT0MPzb6VjSLrQGgh3HEE,mantap pelayanan cepat,5,0,2.55.0,2024-05-01 01:51:56,"Makasih buat review nya, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:52:25,2.55.0
7ab1839a-62c9-48e0-a10a-b9fe74f32338,Irvan Arif,https://play-lh.googleusercontent.com/a/ACg8ocLQNxfQ1RfuJDfV-8U0b1Fj2DV9JgmG1ckFXg2IFFFSBO8INA=mo,di tunggu untuk dana cicilnya ya sangat membantu,5,0,2.55.0,2024-05-01 01:50:58,"Thanks buat review nya, jika ada keluhan hub Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:52:25,2.55.0
8a064f99-518f-4497-8fae-6ed82c03cfe2,Nasya Achdiani,https://play-lh.googleusercontent.com/a/ACg8ocIDmrXl4f2inmFz7vv_GJpQU00-bFAo0xrNcAC80d5qIJjLxQ=mo,"Oke banget👍selama ini GK ada kendala semoga aja kedepan ny makin lebih baik,",5,0,2.55.0,2024-05-01 01:50:23,"Makasih buat review nya, jangan lupa ajak temen kamu buat pakai DANA juga, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Untuk keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Untuk keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:52:25,2.55.0
443cbf03-4af0-4d4f-83eb-f1b6b7c4b1db,Kucing Alas,https://play-lh.googleusercontent.com/a/ACg8ocLuiUJJTyBy7WtN7vIqQJWh2shEXnqNDYiBr3hZOXRPImBgVw=mo,Dana kenapa kirim uang ke bca sedang di proses terus?,2,0,2.33.1,2024-05-01 01:49:11,"Hi Kak @Kucing Alas, maaf sudah bikin kamu gak nyaman, terkait kendala status pengiriman yang belum berhasil, Kami informasikan bahwa kirim saldo DANA bersifat real time, apabila Kakak mengalami kendala Kakak dapat mengakses DIANA melalui halaman ""Aktivitas"" pada aplikasi DANA. Thanks -KD-",2024-05-01 01:59:46,2.33.1
3a857355-f78a-491d-be7e-bf09982b8938,erviencool,https://play-lh.googleusercontent.com/a-/ALV-UjWXdisI9wRYI6IdJaJe5K4t4cxXK4VrW6yaZg1NqNoRf1O9BrY,ACC,5,0,2.55.0,2024-05-01 01:48:05,"Makasih buat review nya, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:50:24,2.55.0
7850d742-eef8-4731-9107-d3730b3f3a0d,Cpt Herm,https://play-lh.googleusercontent.com/a-/ALV-UjWKLrjZB07GH08IE8anCiVDKI1iiH-T-BtJxBm3xj82my03nC7f,good apl...,5,0,2.50.1,2024-05-01 01:47:22,"Makasih buat review nya, kalo ada keluhan hubungi Layanan Asisten Digital, caranya:
-Keluhan transaksi:Buka App DANA, pilih History/Riwayat, pilih transaksi yg mau dilaporin, klik CHAT.
-Keluhan akun premium: Buka App DANA, pilih Me/Saya, Klik alasan gagal, klik CHAT",2024-05-01 01:48:24,2.50.1
